,movie,year,imdb,metascore,votes
1772,13 Reasons Why,2017,8.0,,202223
1773,War for the Planet of the Apes,2017,7.5,82.0,194833
1774,The Greatest Showman,2017,7.6,,188760
1775,The Fate of the Furious,2017,6.7,,174349
1776,Life,2017,6.6,,174137
1777,Murder on the Orient Express,2017,6.5,,172009
1778,Ghost in the Shell,2017,6.4,,169702
1779,Lady Bird,2017,7.4,94.0,167034
1780,King Arthur: Legend of the Sword,2017,6.8,,162961
1781,Wind River,2017,7.7,73.0,160980
1782,The Hitman's Bodyguard,2017,6.9,,155539
1783,Mother!,2017,6.6,75.0,148370
1784,The Mummy,2017,5.5,,148103
1785,Atomic Blonde,2017,6.7,63.0,144255
1786,Call Me by Your Name,2017,7.9,93.0,144024
1787,Bright,2017,6.4,,143302
1788,The Punisher,2017,8.6,,135366
1789,Valerian and the City of a Thousand Planets,2017,6.5,,134808
1790,"I, Tonya",2017,7.5,77.0,131868
1791,Darkest Hour,2017,7.4,75.0,129492
1792,Baywatch,2017,5.6,,128131
1793,American Made,2017,7.2,65.0,124810
1794,La casa de papel,2017,8.6,,114840
1795,Transformers: The Last Knight,2017,5.2,,113918
1796,Mindhunter,2017,8.5,,111213
1797,The Lego Batman Movie,2017,7.3,75.0,111193
1798,The Handmaid's Tale,2017,8.6,,106329
1799,The Disaster Artist,2017,7.4,76.0,106238
